date,state,fips,cases,deaths
1/21/2020,Washington,53,1,0
1/22/2020,Washington,53,1,0
1/23/2020,Washington,53,1,0
1/24/2020,Washington,53,1,0
1/25/2020,Washington,53,1,0
1/26/2020,Washington,53,1,0
1/27/2020,Washington,53,1,0
1/28/2020,Washington,53,1,0
1/29/2020,Washington,53,1,0
1/30/2020,Washington,53,1,0
1/31/2020,Washington,53,1,0
2/1/2020,Washington,53,1,0
2/2/2020,Washington,53,1,0
2/3/2020,Washington,53,1,0
2/4/2020,Washington,53,1,0
2/5/2020,Washington,53,1,0
2/6/2020,Washington,53,1,0
2/7/2020,Washington,53,1,0
2/8/2020,Washington,53,1,0
2/9/2020,Washington,53,1,0
2/10/2020,Washington,53,1,0
2/11/2020,Washington,53,1,0
2/12/2020,Washington,53,1,0
2/13/2020,Washington,53,1,0
2/14/2020,Washington,53,1,0
2/15/2020,Washington,53,1,0
2/16/2020,Washington,53,1,0
2/17/2020,Washington,53,1,0
2/18/2020,Washington,53,1,0
2/19/2020,Washington,53,1,0
2/20/2020,Washington,53,1,0
2/21/2020,Washington,53,1,0
2/22/2020,Washington,53,1,0
2/23/2020,Washington,53,1,0
2/24/2020,Washington,53,5,0
2/25/2020,Washington,53,5,0
2/26/2020,Washington,53,5,0
2/27/2020,Washington,53,5,0
2/28/2020,Washington,53,7,0
2/29/2020,Washington,53,10,1
3/1/2020,Washington,53,17,3
3/2/2020,Washington,53,23,6
3/3/2020,Washington,53,32,10
3/4/2020,Washington,53,47,11
3/5/2020,Washington,53,75,11
3/6/2020,Washington,53,86,12
3/7/2020,Washington,53,110,16
3/8/2020,Washington,53,141,19
3/9/2020,Washington,53,179,22
3/10/2020,Washington,53,279,24
3/11/2020,Washington,53,338,29
3/12/2020,Washington,53,419,32
3/13/2020,Washington,53,511,37
3/14/2020,Washington,53,609,40
3/15/2020,Washington,53,675,42
3/16/2020,Washington,53,794,48
3/17/2020,Washington,53,908,54
3/18/2020,Washington,53,1026,68
3/19/2020,Washington,53,1228,75
3/20/2020,Washington,53,1404,83
3/21/2020,Washington,53,1655,95
3/22/2020,Washington,53,1844,97
3/23/2020,Washington,53,2101,110
3/24/2020,Washington,53,2469,123
3/25/2020,Washington,53,2585,130
3/26/2020,Washington,53,3208,152
3/27/2020,Washington,53,3770,179
3/28/2020,Washington,53,4311,193
3/29/2020,Washington,53,4897,209
3/30/2020,Washington,53,5180,221
3/31/2020,Washington,53,5293,226
4/1/2020,Washington,53,5589,250
4/2/2020,Washington,53,6586,272
4/3/2020,Washington,53,6967,293
4/4/2020,Washington,53,7499,318
4/5/2020,Washington,53,7985,344
4/6/2020,Washington,53,8385,383
4/7/2020,Washington,53,8683,409
4/8/2020,Washington,53,9098,430
4/9/2020,Washington,53,9609,456
4/10/2020,Washington,53,9888,483
4/11/2020,Washington,53,10227,498
4/12/2020,Washington,53,10414,511
4/13/2020,Washington,53,10547,525
4/14/2020,Washington,53,10711,552
4/15/2020,Washington,53,10806,572
4/16/2020,Washington,53,11180,588
4/17/2020,Washington,53,11479,610
4/18/2020,Washington,53,11850,629
4/19/2020,Washington,53,11864,637
4/20/2020,Washington,53,12255,661
4/21/2020,Washington,53,12410,683
4/22/2020,Washington,53,12606,696
4/23/2020,Washington,53,12981,717
4/24/2020,Washington,53,13197,731
4/25/2020,Washington,53,13565,743
4/26/2020,Washington,53,13744,757
4/27/2020,Washington,53,13958,771
4/28/2020,Washington,53,14165,792
4/29/2020,Washington,53,14490,805
4/30/2020,Washington,53,14814,822
5/1/2020,Washington,53,15134,829
5/2/2020,Washington,53,15383,833
5/3/2020,Washington,53,15943,840
5/4/2020,Washington,53,16047,846
5/5/2020,Washington,53,16234,863
5/6/2020,Washington,53,16873,881
5/7/2020,Washington,53,17187,903
5/8/2020,Washington,53,17477,915
5/9/2020,Washington,53,17629,925
5/10/2020,Washington,53,17781,939
5/11/2020,Washington,53,18172,957
5/12/2020,Washington,53,18382,972
5/13/2020,Washington,53,18492,977
5/14/2020,Washington,53,18861,991
5/15/2020,Washington,53,19131,1008
5/16/2020,Washington,53,19336,1015
5/17/2020,Washington,53,19514,1016
5/18/2020,Washington,53,19756,1020
5/19/2020,Washington,53,19988,1042
5/20/2020,Washington,53,20110,1045
5/21/2020,Washington,53,20280,1054
5/22/2020,Washington,53,20526,1061
5/23/2020,Washington,53,20740,1062
5/24/2020,Washington,53,20989,1069
5/25/2020,Washington,53,21265,1076
5/26/2020,Washington,53,21538,1091
5/27/2020,Washington,53,21825,1106
5/28/2020,Washington,53,22091,1116
5/29/2020,Washington,53,22377,1120
5/30/2020,Washington,53,22618,1126
5/31/2020,Washington,53,22814,1126
6/1/2020,Washington,53,23272,1133
6/2/2020,Washington,53,23608,1139
6/3/2020,Washington,53,23776,1145
6/4/2020,Washington,53,23999,1150
6/5/2020,Washington,53,24546,1160
6/6/2020,Washington,53,24767,1163
6/7/2020,Washington,53,25064,1163
6/8/2020,Washington,53,25593,1168
6/9/2020,Washington,53,25796,1181
6/10/2020,Washington,53,25940,1183
6/11/2020,Washington,53,26172,1198
6/12/2020,Washington,53,26576,1207
6/13/2020,Washington,53,26920,1216
6/14/2020,Washington,53,27135,1220
6/15/2020,Washington,53,27577,1223
6/16/2020,Washington,53,27949,1234
6/17/2020,Washington,53,28270,1229
6/18/2020,Washington,53,28663,1246
6/19/2020,Washington,53,29045,1258
6/20/2020,Washington,53,29466,1268
6/21/2020,Washington,53,29797,1271
6/22/2020,Washington,53,30443,1277
6/23/2020,Washington,53,30778,1285
6/24/2020,Washington,53,31400,1294
6/25/2020,Washington,53,31998,1301
6/26/2020,Washington,53,32489,1305
6/27/2020,Washington,53,33031,1311
6/28/2020,Washington,53,33341,1311
6/29/2020,Washington,53,34036,1321
6/30/2020,Washington,53,34541,1333
7/1/2020,Washington,53,35258,1340
7/2/2020,Washington,53,35921,1343
7/3/2020,Washington,53,36417,1353
7/4/2020,Washington,53,36799,1355
7/5/2020,Washington,53,37468,1360
7/6/2020,Washington,53,38517,1370
7/7/2020,Washington,53,39063,1385
7/8/2020,Washington,53,39661,1395
7/9/2020,Washington,53,40369,1410
7/10/2020,Washington,53,41090,1426
7/11/2020,Washington,53,41326,1426
7/12/2020,Washington,53,42181,1438
7/13/2020,Washington,53,43538,1439
7/14/2020,Washington,53,44257,1465
7/15/2020,Washington,53,45004,1486
7/16/2020,Washington,53,46268,1492
7/17/2020,Washington,53,47226,1498
7/18/2020,Washington,53,47889,1509
7/19/2020,Washington,53,48601,1512
7/20/2020,Washington,53,49949,1521
7/21/2020,Washington,53,50746,1531
7/22/2020,Washington,53,51442,1534
7/23/2020,Washington,53,52255,1548
7/24/2020,Washington,53,53278,1590
7/25/2020,Washington,53,53883,1591
7/26/2020,Washington,53,54421,1595
7/27/2020,Washington,53,55547,1610
7/28/2020,Washington,53,56575,1632
7/29/2020,Washington,53,57299,1642
7/30/2020,Washington,53,58099,1652
7/31/2020,Washington,53,58725,1653
8/1/2020,Washington,53,59648,1675
8/2/2020,Washington,53,60160,1679
8/3/2020,Washington,53,61011,1684
8/4/2020,Washington,53,61828,1705
8/5/2020,Washington,53,62389,1704
8/6/2020,Washington,53,63056,1715
8/7/2020,Washington,53,63975,1743
8/8/2020,Washington,53,64346,1751
8/9/2020,Washington,53,65248,1773
8/10/2020,Washington,53,66225,1780
8/11/2020,Washington,53,66619,1785
8/12/2020,Washington,53,67170,1788
8/13/2020,Washington,53,68095,1822
8/14/2020,Washington,53,68581,1825
8/15/2020,Washington,53,69136,1842
8/16/2020,Washington,53,69894,1861
8/17/2020,Washington,53,70509,1869
8/18/2020,Washington,53,71032,1895
8/19/2020,Washington,53,71594,1910
8/20/2020,Washington,53,72284,1924
8/21/2020,Washington,53,72787,1937
8/22/2020,Washington,53,73353,1944
8/23/2020,Washington,53,73745,1948
8/24/2020,Washington,53,74292,1953
8/25/2020,Washington,53,74634,1962
8/26/2020,Washington,53,75207,1968
8/27/2020,Washington,53,75752,1977
8/28/2020,Washington,53,76397,1992
8/29/2020,Washington,53,76834,1992
8/30/2020,Washington,53,77122,1992
8/31/2020,Washington,53,77718,2002
9/1/2020,Washington,53,78061,2018
9/2/2020,Washington,53,78554,2025
9/3/2020,Washington,53,79120,2033
9/4/2020,Washington,53,79721,2042
9/5/2020,Washington,53,79900,2042
9/6/2020,Washington,53,80369,2043
9/7/2020,Washington,53,80485,2043
9/8/2020,Washington,53,81048,2045
9/9/2020,Washington,53,81528,2066
9/10/2020,Washington,53,82125,2073
9/11/2020,Washington,53,82590,2079
9/12/2020,Washington,53,82957,2079
9/13/2020,Washington,53,83177,2079
9/14/2020,Washington,53,83861,2095
9/15/2020,Washington,53,84222,2107
9/16/2020,Washington,53,84714,2113
9/17/2020,Washington,53,85101,2123
9/18/2020,Washington,53,85583,2130
9/19/2020,Washington,53,85886,2130
9/20/2020,Washington,53,86169,2130
9/21/2020,Washington,53,86803,2137
9/22/2020,Washington,53,87233,2163
9/23/2020,Washington,53,88042,2175
9/24/2020,Washington,53,88597,2175
9/25/2020,Washington,53,89149,2193
9/26/2020,Washington,53,89514,2196
9/27/2020,Washington,53,89822,2196
9/28/2020,Washington,53,90596,2199
9/29/2020,Washington,53,91011,2218
9/30/2020,Washington,53,91560,2222
10/1/2020,Washington,53,92166,2227
10/2/2020,Washington,53,92727,2239
10/3/2020,Washington,53,93160,2238
10/4/2020,Washington,53,93527,2238
10/5/2020,Washington,53,94202,2253
10/6/2020,Washington,53,94694,2261
10/7/2020,Washington,53,95500,2274
10/8/2020,Washington,53,96227,2280
10/9/2020,Washington,53,96837,2288
10/10/2020,Washington,53,97223,2289
10/11/2020,Washington,53,97527,2289
10/12/2020,Washington,53,98265,2292
10/13/2020,Washington,53,99311,2311
10/14/2020,Washington,53,100068,2319
10/15/2020,Washington,53,100838,2331
10/16/2020,Washington,53,101533,2338
10/17/2020,Washington,53,102054,2339
10/18/2020,Washington,53,102403,2339
10/19/2020,Washington,53,103323,2357
10/20/2020,Washington,53,103845,2380
10/21/2020,Washington,53,104624,2384
10/22/2020,Washington,53,105364,2389
10/23/2020,Washington,53,106189,2396
10/24/2020,Washington,53,106772,2396
10/25/2020,Washington,53,107270,2396
10/26/2020,Washington,53,108393,2428
10/27/2020,Washington,53,108966,2438
10/28/2020,Washington,53,109865,2454
10/29/2020,Washington,53,110748,2463
10/30/2020,Washington,53,111893,2468
10/31/2020,Washington,53,112580,2468
11/1/2020,Washington,53,113109,2468
11/2/2020,Washington,53,114787,2484
11/3/2020,Washington,53,115608,2507
11/4/2020,Washington,53,117091,2526
11/5/2020,Washington,53,118459,2542
11/6/2020,Washington,53,120123,2552
11/7/2020,Washington,53,121220,2552
11/8/2020,Washington,53,122310,2552
11/9/2020,Washington,53,124560,2577
11/10/2020,Washington,53,126091,2594
11/11/2020,Washington,53,126886,2595
11/12/2020,Washington,53,129672,2619
11/13/2020,Washington,53,132183,2634
11/14/2020,Washington,53,133612,2638
11/15/2020,Washington,53,135365,2638
11/16/2020,Washington,53,138602,2661
11/17/2020,Washington,53,140923,2686
11/18/2020,Washington,53,142511,2704
11/19/2020,Washington,53,144968,2717
11/20/2020,Washington,53,147251,2738
11/21/2020,Washington,53,148691,2738
11/22/2020,Washington,53,149703,2738
11/23/2020,Washington,53,155336,2775
11/24/2020,Washington,53,158234,2807
11/25/2020,Washington,53,161207,2825
11/26/2020,Washington,53,161911,2825
11/27/2020,Washington,53,165230,2828
11/28/2020,Washington,53,166736,2828
11/29/2020,Washington,53,168333,2828
11/30/2020,Washington,53,172175,2895
12/1/2020,Washington,53,174969,2927
12/2/2020,Washington,53,177929,2979
12/3/2020,Washington,53,180125,3040
12/4/2020,Washington,53,182758,3062
12/5/2020,Washington,53,184079,3065
12/6/2020,Washington,53,185505,3065
12/7/2020,Washington,53,191468,3080
12/8/2020,Washington,53,194788,3102
12/9/2020,Washington,53,197973,3146
12/10/2020,Washington,53,201179,3075
12/11/2020,Washington,53,204484,3097
12/12/2020,Washington,53,207399,3043
12/13/2020,Washington,53,209385,3045
12/14/2020,Washington,53,212342,3084
12/15/2020,Washington,53,214085,3123
12/16/2020,Washington,53,215310,3139
12/17/2020,Washington,53,220628,3170
12/18/2020,Washington,53,224594,3168
12/19/2020,Washington,53,226551,3169
12/20/2020,Washington,53,227049,3170
12/21/2020,Washington,53,230642,3186
12/22/2020,Washington,53,232204,3214
12/23/2020,Washington,53,234832,3245
12/24/2020,Washington,53,237269,3268
12/25/2020,Washington,53,237689,3268
12/26/2020,Washington,53,240763,3283
12/27/2020,Washington,53,241036,3283
12/28/2020,Washington,53,243547,3300
12/29/2020,Washington,53,245692,3433
12/30/2020,Washington,53,247455,3486
12/31/2020,Washington,53,251064,3523
1/1/2021,Washington,53,251585,3523
1/2/2021,Washington,53,253290,3524
1/3/2021,Washington,53,258557,3524
1/4/2021,Washington,53,261328,3558
1/5/2021,Washington,53,263713,3611
1/6/2021,Washington,53,265790,3681
1/7/2021,Washington,53,269033,3719
1/8/2021,Washington,53,273142,3768
1/9/2021,Washington,53,275832,3775
1/10/2021,Washington,53,276333,3776
1/11/2021,Washington,53,281071,3793
1/12/2021,Washington,53,283363,3869
1/13/2021,Washington,53,285690,3909
1/14/2021,Washington,53,288127,3949
1/15/2021,Washington,53,290288,3972
1/16/2021,Washington,53,290896,3971
1/17/2021,Washington,53,293296,3971
1/18/2021,Washington,53,293739,3974
1/19/2021,Washington,53,296519,4020
1/20/2021,Washington,53,298487,4021
1/21/2021,Washington,53,300420,4131
1/22/2021,Washington,53,302546,4178
1/23/2021,Washington,53,304107,4182
1/24/2021,Washington,53,304523,4182
1/25/2021,Washington,53,306489,4221
1/26/2021,Washington,53,307880,4245
1/27/2021,Washington,53,309604,4294
1/28/2021,Washington,53,312042,4328
1/29/2021,Washington,53,314033,4368
1/30/2021,Washington,53,315448,4368
1/31/2021,Washington,53,315769,4369
2/1/2021,Washington,53,317703,4404
2/2/2021,Washington,53,318967,4402
2/3/2021,Washington,53,320502,4466
2/4/2021,Washington,53,321940,4492
2/5/2021,Washington,53,323334,4526
2/6/2021,Washington,53,323748,4527
2/7/2021,Washington,53,323947,4531
2/8/2021,Washington,53,326625,4540
2/9/2021,Washington,53,327397,4635
2/10/2021,Washington,53,328246,4675
2/11/2021,Washington,53,329170,4701
2/12/2021,Washington,53,330427,4739
2/13/2021,Washington,53,331033,4739
2/14/2021,Washington,53,331164,4739
2/15/2021,Washington,53,331305,4739
2/16/2021,Washington,53,333185,4777
2/17/2021,Washington,53,334284,4824
2/18/2021,Washington,53,335338,4868
2/19/2021,Washington,53,336184,4886
2/20/2021,Washington,53,336819,4886
2/21/2021,Washington,53,336945,4886
2/22/2021,Washington,53,338309,4924
2/23/2021,Washington,53,339051,4947
2/24/2021,Washington,53,339913,4988
2/25/2021,Washington,53,340997,5015
2/26/2021,Washington,53,341941,5024
2/27/2021,Washington,53,342574,5024
2/28/2021,Washington,53,342644,5024
3/1/2021,Washington,53,343723,5038
3/2/2021,Washington,53,344516,5056
3/3/2021,Washington,53,345193,5075
3/4/2021,Washington,53,346030,5098
3/5/2021,Washington,53,346733,5104
3/6/2021,Washington,53,347301,5107
3/7/2021,Washington,53,347391,5108
3/8/2021,Washington,53,348485,5129
3/9/2021,Washington,53,349196,5141
3/10/2021,Washington,53,349881,5159
3/11/2021,Washington,53,350661,5167
3/12/2021,Washington,53,351419,5183
3/13/2021,Washington,53,352116,5183
3/14/2021,Washington,53,352225,5183
3/15/2021,Washington,53,353344,5192
3/16/2021,Washington,53,353981,5206
3/17/2021,Washington,53,354906,5212
3/18/2021,Washington,53,355706,5225
3/19/2021,Washington,53,356637,5224
3/20/2021,Washington,53,357376,5224
3/21/2021,Washington,53,357420,5224
3/22/2021,Washington,53,358727,5232
3/23/2021,Washington,53,359290,5249
3/24/2021,Washington,53,360203,5250
3/25/2021,Washington,53,361300,5286
3/26/2021,Washington,53,362403,5288
3/27/2021,Washington,53,363588,5288
3/28/2021,Washington,53,363659,5288
3/29/2021,Washington,53,365029,5296
3/30/2021,Washington,53,365816,5302
3/31/2021,Washington,53,366907,5309
4/1/2021,Washington,53,368049,5316
4/2/2021,Washington,53,369319,5325
4/3/2021,Washington,53,370362,5326
4/4/2021,Washington,53,370409,5326
4/5/2021,Washington,53,372631,5338
4/6/2021,Washington,53,373227,5350
4/7/2021,Washington,53,374402,5357
4/8/2021,Washington,53,375381,5367
4/9/2021,Washington,53,376812,5373
4/10/2021,Washington,53,377979,5373
4/11/2021,Washington,53,378052,5373
4/12/2021,Washington,53,380554,5380
4/13/2021,Washington,53,381537,5391
4/14/2021,Washington,53,382627,5407
4/15/2021,Washington,53,383951,5412
4/16/2021,Washington,53,385695,5427
4/17/2021,Washington,53,387312,5427
4/18/2021,Washington,53,387382,5427
4/19/2021,Washington,53,388842,5439
4/20/2021,Washington,53,390415,5451
4/21/2021,Washington,53,392013,5466
4/22/2021,Washington,53,393514,5472
4/23/2021,Washington,53,395354,5477
4/24/2021,Washington,53,396890,5478
4/25/2021,Washington,53,397006,5478
4/26/2021,Washington,53,399327,5498
4/27/2021,Washington,53,400386,5510
4/28/2021,Washington,53,402049,5522
4/29/2021,Washington,53,403589,5535
4/30/2021,Washington,53,404972,5547
5/1/2021,Washington,53,406546,5547
5/2/2021,Washington,53,406659,5547
5/3/2021,Washington,53,409151,5555
5/4/2021,Washington,53,410494,5575
5/5/2021,Washington,53,411842,5586
5/6/2021,Washington,53,413004,5598
5/7/2021,Washington,53,414479,5609
5/8/2021,Washington,53,415873,5609
5/9/2021,Washington,53,415942,5609
5/10/2021,Washington,53,417677,5630
5/11/2021,Washington,53,418879,5637
5/12/2021,Washington,53,419977,5658
5/13/2021,Washington,53,421279,5669
5/14/2021,Washington,53,423721,5663
5/15/2021,Washington,53,424499,5663
5/16/2021,Washington,53,424581,5663
5/17/2021,Washington,53,425382,5682
5/18/2021,Washington,53,426058,5700
5/19/2021,Washington,53,426949,5720
5/20/2021,Washington,53,427913,5735
5/21/2021,Washington,53,429514,5747
5/22/2021,Washington,53,429514,5747
5/23/2021,Washington,53,429526,5747
5/24/2021,Washington,53,431446,5754
5/25/2021,Washington,53,432490,5767
5/26/2021,Washington,53,434154,5785
5/27/2021,Washington,53,435680,5798
5/28/2021,Washington,53,436741,5809
5/29/2021,Washington,53,437492,5809
5/30/2021,Washington,53,437492,5809
5/31/2021,Washington,53,437500,5809
6/1/2021,Washington,53,438918,5833
6/2/2021,Washington,53,439675,5845
6/3/2021,Washington,53,440538,5866
6/4/2021,Washington,53,441271,5881
6/5/2021,Washington,53,441926,5881
6/6/2021,Washington,53,442006,5881
6/7/2021,Washington,53,442762,5894
6/8/2021,Washington,53,443564,5821
6/9/2021,Washington,53,444159,5836
6/10/2021,Washington,53,444922,5846
6/11/2021,Washington,53,445488,5857
6/12/2021,Washington,53,446034,5857
6/13/2021,Washington,53,446091,5858
6/14/2021,Washington,53,446778,5825
6/15/2021,Washington,53,447266,5842
6/16/2021,Washington,53,447781,5850
6/17/2021,Washington,53,448263,5852
6/18/2021,Washington,53,448716,5863
6/19/2021,Washington,53,449108,5867
6/20/2021,Washington,53,449170,5867
6/21/2021,Washington,53,449829,5881
6/22/2021,Washington,53,450253,5887
6/23/2021,Washington,53,450995,5930
6/24/2021,Washington,53,451560,5939
6/25/2021,Washington,53,451980,5949
6/26/2021,Washington,53,452327,5948
6/27/2021,Washington,53,452390,5948
6/28/2021,Washington,53,452960,5956
6/29/2021,Washington,53,453307,5963
6/30/2021,Washington,53,453630,5984
7/1/2021,Washington,53,454087,5992
7/2/2021,Washington,53,454484,5994
7/3/2021,Washington,53,454484,5994
7/4/2021,Washington,53,454484,5994
7/5/2021,Washington,53,454484,5994
7/6/2021,Washington,53,455630,6011
7/7/2021,Washington,53,456116,6027
7/8/2021,Washington,53,456643,6040
7/9/2021,Washington,53,457092,6050
7/10/2021,Washington,53,457092,6050
7/11/2021,Washington,53,457092,6050
7/12/2021,Washington,53,458724,6051
7/13/2021,Washington,53,459282,6070
7/14/2021,Washington,53,460015,6076
7/15/2021,Washington,53,460730,6086
7/16/2021,Washington,53,461401,6093
7/17/2021,Washington,53,461412,6093
7/18/2021,Washington,53,461412,6093
7/19/2021,Washington,53,463232,6096
7/20/2021,Washington,53,464014,6106
7/21/2021,Washington,53,464963,6112
7/22/2021,Washington,53,466437,6114
7/23/2021,Washington,53,467489,6124
7/24/2021,Washington,53,467489,6124
7/25/2021,Washington,53,467489,6124
7/26/2021,Washington,53,470553,6134
7/27/2021,Washington,53,471529,6141
7/28/2021,Washington,53,472867,6143
7/29/2021,Washington,53,473676,6160
7/30/2021,Washington,53,474520,6165
7/31/2021,Washington,53,474520,6165
8/1/2021,Washington,53,474520,6165
8/2/2021,Washington,53,477352,6169
8/3/2021,Washington,53,482341,6177
8/4/2021,Washington,53,484838,6185
8/5/2021,Washington,53,487754,6200
8/6/2021,Washington,53,489960,6209
8/7/2021,Washington,53,489960,6209
8/8/2021,Washington,53,489960,6209
8/9/2021,Washington,53,496367,6216
8/10/2021,Washington,53,497771,6233
8/11/2021,Washington,53,501941,6250
8/12/2021,Washington,53,505566,6262
8/13/2021,Washington,53,508631,6287
8/14/2021,Washington,53,508631,6287
8/15/2021,Washington,53,508631,6287
8/16/2021,Washington,53,516226,6295
8/17/2021,Washington,53,518604,6317
8/18/2021,Washington,53,522390,6346
8/19/2021,Washington,53,526305,6378
8/20/2021,Washington,53,530094,6401
8/21/2021,Washington,53,530203,6401
8/22/2021,Washington,53,530203,6401
8/23/2021,Washington,53,538206,6427
8/24/2021,Washington,53,541672,6475
8/25/2021,Washington,53,544623,6506
8/26/2021,Washington,53,548608,6537
8/27/2021,Washington,53,553077,6567
8/28/2021,Washington,53,553077,6567
8/29/2021,Washington,53,553077,6567
8/30/2021,Washington,53,561423,6591
8/31/2021,Washington,53,564787,6638
9/1/2021,Washington,53,568881,6671
9/2/2021,Washington,53,573736,6704
9/3/2021,Washington,53,577569,6749
9/4/2021,Washington,53,577569,6749
9/5/2021,Washington,53,577720,6749
9/6/2021,Washington,53,577902,6749
9/7/2021,Washington,53,588803,6797
9/8/2021,Washington,53,592468,6856
9/9/2021,Washington,53,596505,6920
9/10/2021,Washington,53,599971,6977
9/11/2021,Washington,53,599971,6977
9/12/2021,Washington,53,600184,6982
